id,sentiment,kfold,lr_cnt_pred
9704_10,1,0,0.04773959818308441
4562_1,0,0,0.4013448311101676
4194_3,0,0,0.00012902228267692875
10070_9,1,0,0.9072251954629701
4142_1,0,0,0.00036945318710844517
11467_10,1,0,0.9070758976384328
882_8,1,0,0.9999421756686738
10599_2,0,0,0.0013719763447141385
9156_1,0,0,3.592409352062724e-05
8292_4,0,0,0.0025972406840459963
1583_1,0,0,2.769554559681005e-06
59_7,1,0,0.9360906145901832
11053_10,1,0,0.9999997909629004
4086_7,1,0,0.03030452585047712
2772_1,0,0,0.7700335606308906
3195_3,0,0,3.38175121050377e-05
1038_2,0,0,0.000597862364644204
9665_2,0,0,0.000982731114952607
10627_10,1,0,0.004444719708966592
331_1,0,0,0.00042341531058562266
10694_7,1,0,0.8773566289768515
5068_4,0,0,0.0023295697144876952
2208_7,1,0,0.10324704428239047
10860_4,0,0,0.9360360142499135
7338_7,1,0,0.9999838204957039
9230_1,0,0,0.0010886460685493515
6387_8,1,0,0.9998060403245735
12040_4,0,0,0.001537241709224216
1578_1,0,0,0.014185324155018718
6300_4,0,0,0.1728236547971956
16_7,1,0,0.9866269252702906
1321_10,1,0,0.9907831338856966
10166_7,1,0,0.0015989491374221888
5118_10,1,0,0.999999998246351
6875_10,1,0,0.9118528526837233
8621_10,1,0,0.8533467642626202
93_10,1,0,0.9592933451745813
12409_1,0,0,0.00766443536486089
9309_9,1,0,0.7699721620121931
2376_4,0,0,0.802088126323748
5838_8,1,0,0.11876829308425181
11627_1,0,0,0.00013186049940917087
12238_3,0,0,0.003022994412438487
11597_10,1,0,0.999999966650061
11695_9,1,0,0.0984265970767865
9518_10,1,0,0.9550860473764848
7488_1,0,0,0.00455768148784908
387_8,1,0,0.9728207082092
9902_7,1,0,0.9996068717305457
4228_1,0,0,2.663745185007148e-06
4298_10,1,0,0.9998708595439445
5918_9,1,0,0.9986080396717161
7008_2,0,0,0.06156570462442227
2104_7,1,0,0.9955563057768975
11518_8,1,0,0.9373727582744001
1657_9,1,0,0.9601727961028772
6090_2,0,0,1.796680280481623e-11
2927_1,0,0,5.730112803744402e-08
12155_1,0,0,9.538523738132973e-05
11452_1,0,0,5.31256462612098e-05
8501_8,1,0,0.9819196597842317
5096_7,1,0,0.9055002196096026
7039_7,1,0,0.9989544763059429
3714_10,1,0,0.9715926145764022
5624_3,0,0,0.03284953036452866
4449_4,0,0,0.25855329104891167
2634_7,1,0,0.49002974353907874
5582_3,0,0,0.5623290314001095
11188_1,0,0,0.0008943372967184086
1213_1,0,0,0.0012185470802399522
1676_4,0,0,0.9909590595501169
8277_10,1,0,0.931623203652156
7534_10,1,0,0.9990246711779631
2954_1,0,0,0.0005483236575783656
2847_8,1,0,0.9958900945747209
150_8,1,0,0.9973570760587223
5344_3,0,0,0.7276743737496895
524_10,1,0,0.9999483680030967
10429_1,0,0,0.09404365353173527
4034_9,1,0,0.9994650174041727
6634_10,1,0,0.9999945922709459
2213_1,0,0,0.0003426673057034942
7002_1,0,0,0.000421159867729014
4702_8,1,0,0.22174730383985228
5462_8,1,0,0.9995637137104102
8295_7,1,0,0.8816063647754387
8530_9,1,0,0.9950902717496047
5367_3,0,0,0.0011136882116409724
12191_4,0,0,4.3219058593318505e-10
1178_2,0,0,1.1098843426240105e-05
5724_2,0,0,0.0026180254828993316
10299_4,0,0,0.07278840903285802
1085_7,1,0,0.9508718707962067
8225_8,1,0,0.9975046202362007
1095_3,0,0,0.17473929320039758
10926_4,0,0,0.026964235612811735
11991_10,1,0,0.7735873195344212
5874_1,0,0,0.0028275809391141347
6927_2,0,0,0.08603033367844527
10225_9,1,0,0.9008447676865046
10484_8,1,0,0.9490829329213749
3861_10,1,0,0.9999996779714757
10749_8,1,0,0.5746957327855953
8664_8,1,0,0.9999995962840955
1495_1,0,0,6.426501643733138e-05
6068_4,0,0,0.07773681420599991
2024_9,1,0,0.9951903513613646
8887_9,1,0,0.5496242910039034
2463_4,0,0,0.9802977207481883
10363_9,1,0,0.9882735344659127
2729_4,0,0,0.07949608335351092
4131_1,0,0,5.6073279574092e-06
2392_8,1,0,0.8883531153320642
1959_7,1,0,0.763862300816783
9795_1,0,0,0.004288432310800506
4651_3,0,0,0.4315177304978792
8822_3,0,0,5.150277771521811e-06
6675_8,1,0,0.9999733772515526
11981_4,0,0,0.13105601849529716
7826_4,0,0,5.561930405048172e-06
3424_1,0,0,0.00013157713047166864
10961_9,1,0,0.9995276685280052
914_8,1,0,0.9681836911122199
2586_2,0,0,0.00016666075564690405
7944_9,1,0,0.9999999968535012
5895_10,1,0,0.8872462703144843
3995_1,0,0,0.4850447061072289
5498_3,0,0,0.5008188039608802
12220_8,1,0,0.464696439310866
5130_10,1,0,0.005985401462867557
6258_8,1,0,0.9893539217805173
3675_2,0,0,0.0006908387994447433
10212_1,0,0,0.0010365816070533945
8943_7,1,0,0.9998609067122122
771_7,1,0,0.0059588970030237
1215_10,1,0,0.9981514322704731
11050_8,1,0,0.9918602387539163
7412_3,0,0,0.031178809150010426
4900_2,0,0,0.7087672494122434
11325_4,0,0,0.34846351890515836
786_3,0,0,0.4450797848386963
8740_1,0,0,0.07078789786919519
9359_8,1,0,0.9940349448226949
5040_3,0,0,0.007160925738249696
3191_1,0,0,0.0009339478967077594
2100_3,0,0,0.0031080356244722863
5111_10,1,0,0.9236144844493295
12336_3,0,0,0.008187941094087704
4342_1,0,0,0.00015964748366609913
8141_10,1,0,0.9919122437195685
4963_10,1,0,0.9252064493026331
12179_2,0,0,0.0003387413314413262
9425_1,0,0,5.9189753219202625e-05
2172_2,0,0,4.6761458249439305e-05
2182_9,1,0,0.943694389554765
9676_10,1,0,0.9999806668099684
9812_2,0,0,0.011274928271805302
764_10,1,0,0.9984125413811467
10670_3,0,0,0.23398150596142694
2350_9,1,0,0.9999085715378173
8946_1,0,0,0.0008861005142553603
12124_8,1,0,0.9999826025424985
6463_8,1,0,0.9999999300457036
3912_3,0,0,0.04963452116412275
3361_7,1,0,0.9997625202091587
7365_7,1,0,0.6447560864846807
10550_8,1,0,0.9281098928441177
3_10,1,0,0.043746864318845446
4819_1,0,0,1.8768409202998295e-07
5495_3,0,0,0.21577600914430897
2818_4,0,0,0.058825685352624245
7630_1,0,0,0.05188113510771709
12074_1,0,0,2.0093383270329957e-07
8377_8,1,0,0.6141160623974325
3314_10,1,0,0.9891418802447338
3010_8,1,0,0.9951434669072022
4652_9,1,0,0.6071598280525122
11296_8,1,0,0.006174211437644443
1383_3,0,0,0.00724701007569554
8363_8,1,0,0.9999958695776207
4605_2,0,0,0.5013951376206846
5691_8,1,0,0.9999978712752358
504_3,0,0,0.035472357357471895
11062_2,0,0,0.0003428458120923169
7950_3,0,0,0.004443050745529224
3150_1,0,0,0.24175402560070788
12133_3,0,0,3.630992445517825e-11
10548_3,0,0,7.443253648224807e-13
10305_8,1,0,0.6210948214496139
9797_7,1,0,0.999873202267315
7575_10,1,0,0.9989396712734878
3652_10,1,0,0.9694788272932531
1132_4,0,0,0.9873067887367267
1042_10,1,0,0.9999996772476916
5562_10,1,0,0.9932967015722817
5635_7,1,0,0.994879989463483
9778_8,1,0,0.9975396645785615
232_10,1,0,0.9999963445790463
1100_3,0,0,0.999114678901797
11595_10,1,0,0.9140493313298671
420_4,0,0,0.014298974184137251
308_1,0,0,0.00865458985273107
1784_1,0,0,0.0068592570357517485
8356_4,0,0,0.008001278584805727
6053_10,1,0,0.9999991966433773
6616_1,0,0,0.05481286617719955
8442_9,1,0,0.9999965836712246
9490_1,0,0,8.704141917342872e-08
5335_10,1,0,0.9706904768760009
7792_10,1,0,0.5202008411357432
8645_8,1,0,0.9999986741288562
4945_4,0,0,0.14909314474038823
10497_4,0,0,0.0048926428447533575
7795_9,1,0,0.9738121652107429
11417_7,1,0,0.9998971934447746
1603_9,1,0,0.9575102960748817
4355_10,1,0,0.9636798064072342
1112_1,0,0,0.00962088484166088
4446_3,0,0,1.25715257244085e-05
3584_10,1,0,0.9963146284953883
680_1,0,0,0.1115531722359727
10997_10,1,0,0.9995690471065711
5876_1,0,0,0.30670862984033204
1532_1,0,0,2.662962362014826e-06
11001_1,0,0,0.0017634094910535863
9117_1,0,0,0.0006544520835221769
10057_9,1,0,0.9961994013982836
3987_7,1,0,0.0146095864868681
8472_10,1,0,0.8330878545135147
10808_10,1,0,0.8083546666630592
11298_3,0,0,0.00047068170952903164
6168_2,0,0,0.0036600385073969283
1545_3,0,0,0.04551236495987353
6556_3,0,0,0.012264827004275421
9826_1,0,0,0.01265941004297066
5173_3,0,0,0.00020117361241257198
3720_2,0,0,0.0001063169387656244
3001_10,1,0,0.9985136114251189
6435_3,0,0,0.5778208882005086
9556_10,1,0,0.9994748791351604
8293_4,0,0,0.46216830543709936
11069_10,1,0,0.9902225506326788
915_10,1,0,0.9999865918098956
739_1,0,0,2.102454905528242e-08
12261_4,0,0,2.715868510689722e-07
4879_3,0,0,7.005642787878207e-05
10918_1,0,0,0.0019244200774939711
2016_7,1,0,0.004769981135635939
12022_2,0,0,2.2939852495281336e-05
1050_4,0,0,0.5708052841319481
3513_4,0,0,0.00011462763121674356
11257_7,1,0,0.7905199953367599
732_1,0,0,4.8922692771167564e-05
9005_8,1,0,0.881834684731309
7625_1,0,0,5.917458836389303e-06
9648_8,1,0,0.9601342940398019
9015_4,0,0,0.0041589416894020305
1349_3,0,0,0.058852477364786125
10914_8,1,0,0.9593507001700051
3527_7,1,0,0.9995168989992567
12235_2,0,0,0.028034951669715185
3108_8,1,0,0.9931522811792275
6770_1,0,0,0.13721415819909427
3573_7,1,0,0.9974091325788766
8074_4,0,0,0.00038198539576777814
7347_1,0,0,0.007886216298334393
769_1,0,0,0.09781055928023544
8696_1,0,0,0.0005710408855287899
9997_7,1,0,0.9994207706472752
3054_7,1,0,0.9744675312107538
2842_4,0,0,0.9713897558528489
87_4,0,0,0.5288922121592743
2334_2,0,0,0.7293053771185251
53_10,1,0,0.9998743583330457
8423_8,1,0,0.922925448327454
4808_3,0,0,0.08280984802242254
2851_10,1,0,0.9115534446864536
7955_10,1,0,0.9999340780762177
1022_1,0,0,0.009638894078617047
6825_4,0,0,0.00027989715448225265
8315_3,0,0,0.0014973529274775826
12257_3,0,0,0.12590146205056293
6440_8,1,0,0.36160355487411994
1361_4,0,0,0.05003024896683907
6740_2,0,0,0.985813930217327
4797_4,0,0,0.09494870503903272
12203_10,1,0,0.9999770480317746
1837_10,1,0,0.0914967499915037
2509_4,0,0,0.0135871200663509
1638_3,0,0,7.305026461700652e-09
1261_2,0,0,0.9953981614566738
2726_9,1,0,0.9170848086064641
2872_1,0,0,0.00018156212008874534
398_10,1,0,0.9864840876923882
8151_10,1,0,0.6928913973777754
5089_9,1,0,0.3734868085197119
9592_8,1,0,0.01505435564933014
5618_4,0,0,0.00019305742384637752
5670_1,0,0,0.34517384234942194
7195_2,0,0,0.003136777731047949
2984_4,0,0,0.00022521523237412652
7951_10,1,0,0.9983389649904997
8357_3,0,0,0.8922853971283639
2629_9,1,0,0.15568268423377596
9102_8,1,0,0.9999983901877043
3556_1,0,0,0.0015797812100097613
7350_3,0,0,0.016018847748475895
11187_9,1,0,0.9985091130309335
5755_1,0,0,0.0208315839193378
7200_9,1,0,0.9938940286913034
6791_10,1,0,0.8048639328474168
6940_10,1,0,0.9999581548154192
9816_4,0,0,0.008284957162312314
11754_7,1,0,0.9879920648129219
7279_9,1,0,0.9999215495719178
11096_3,0,0,1.7121949242771315e-05
11574_10,1,0,0.937574395045007
6314_2,0,0,0.9733832398259172
11080_10,1,0,0.9935840606169924
5143_1,0,0,4.1723679265635384e-05
1418_4,0,0,0.18381336602332685
7250_8,1,0,0.9985639507803749
2530_8,1,0,0.7563431958864862
8295_4,0,0,0.43216394797176133
12295_3,0,0,0.6451545656889166
11611_9,1,0,0.9953508996667214
6611_7,1,0,0.9976752496097073
10433_4,0,0,0.19026577800705174
2255_4,0,0,0.9696332043231602
517_10,1,0,0.9994740460749691
5449_8,1,0,0.5344685727478697
1734_2,0,0,0.3116836243897112
6721_3,0,0,0.004689722194556395
10635_1,0,0,5.904800960703462e-05
414_10,1,0,0.9981027451205436
1201_2,0,0,0.7840812934390392
11199_1,0,0,0.002488215972089518
3970_7,1,0,0.9937500779272557
1516_7,1,0,0.9999999999999851
37_9,1,0,0.9961154900493379
5795_10,1,0,0.9999999622715782
6890_4,0,0,0.7835646205868628
3957_10,1,0,0.999946057549481
5744_7,1,0,0.5761414967143105
3038_4,0,0,0.0002231538549457723
5673_9,1,0,0.99742068461484
6986_8,1,0,0.9219356315303939
3732_4,0,0,0.8692549949772818
6852_8,1,0,0.9999200686385276
9478_8,1,0,0.9913001640554362
4489_1,0,0,1.1596503004365556e-08
11667_9,1,0,0.9999996121064721
4749_3,0,0,4.8835135205538075e-09
9611_3,0,0,0.778208476593411
11387_8,1,0,0.9999999986569128
6952_1,0,0,0.0022488692719716424
8645_1,0,0,0.003319053359651867
9873_7,1,0,0.9999692807362425
9516_4,0,0,0.47746649614749137
5119_10,1,0,0.9995749646405544
298_8,1,0,0.7641221212672291
6297_1,0,0,0.0502361268722722
1690_1,0,0,8.327466738539249e-07
11199_9,1,0,0.9999896091742436
9616_1,0,0,0.0018657315743025758
1645_9,1,0,0.9918456712543466
3198_3,0,0,4.509554155734128e-12
615_1,0,0,0.0011557302792084166
2332_1,0,0,0.09058737855146418
1286_8,1,0,0.9989578148904584
10169_7,1,0,0.0605641248197271
9676_1,0,0,0.01269355943100981
11917_8,1,0,0.998233526636581
1773_3,0,0,0.004790091354112529
9172_1,0,0,0.000436337243379977
7082_8,1,0,0.4345156304704523
2464_10,1,0,0.9944134007631091
6456_1,0,0,3.837242432411401e-06
10019_8,1,0,0.9983394176648555
510_8,1,0,0.9982218908343247
4614_4,0,0,0.004443497140799132
360_4,0,0,6.711684627070613e-05
6830_10,1,0,0.9874595599932396
1174_4,0,0,0.060747483914157664
5905_9,1,0,0.9304945890620541
1846_3,0,0,0.1586384878837453
2501_8,1,0,0.9999999955741361
1655_8,1,0,0.10797919448668129
10817_10,1,0,0.7386705864504947
8910_3,0,0,0.0024202087902182403
7194_7,1,0,0.9920354556563894
2283_4,0,0,0.4053758825556504
11868_3,0,0,2.5020116415924617e-05
23_3,0,0,4.705183951881824e-06
6939_9,1,0,0.35739781904066203
2189_10,1,0,0.9934601844901085
8065_9,1,0,0.9999999999956801
5903_1,0,0,0.0014012960631933583
9544_2,0,0,0.0026789640255918934
12329_1,0,0,1.1580598390608232e-06
3648_8,1,0,0.007543754602936398
499_1,0,0,2.693840712540756e-07
3097_1,0,0,2.0625759501804622e-06
770_3,0,0,0.4375731847380633
732_7,1,0,0.9999990750602707
4648_9,1,0,0.9999878851544515
7730_7,1,0,0.49900839478031395
12182_1,0,0,0.012571543187613587
5413_1,0,0,2.2248746444447334e-06
5094_3,0,0,0.39357490231894565
8512_7,1,0,0.6466512065119496
5584_1,0,0,0.10649461483001907
2516_3,0,0,0.006556128420007224
5259_9,1,0,0.9931837360535755
6996_8,1,0,0.760354943121813
6162_8,1,0,0.9999016913506568
1306_7,1,0,0.8742097382053473
2821_1,0,0,0.000325983083812491
256_1,0,0,2.8812315815050236e-05
6257_10,1,0,0.894665511509685
1238_1,0,0,0.0002791077331102981
4747_8,1,0,0.27080628584951855
6291_3,0,0,0.0014861039378909135
317_10,1,0,0.9983146442293507
750_8,1,0,0.9999999944218816
5460_4,0,0,0.012833788553294135
1197_10,1,0,0.9998180701265051
9595_1,0,0,1.1401453289519823e-05
10028_2,0,0,2.9400233273686683e-05
8018_1,0,0,4.085891618903245e-05
3568_4,0,0,0.8502606487390608
8519_10,1,0,0.2594137206641086
5541_2,0,0,5.610114258728984e-08
7545_1,0,0,0.005977967421291358
8075_8,1,0,0.9983314132299317
3724_1,0,0,0.38254889291638866
2456_3,0,0,6.4613861472750766e-09
12021_1,0,0,0.00018921666495612952
6912_1,0,0,2.3730480688924068e-07
5274_7,1,0,0.9965559536462358
7346_1,0,0,0.004893199175352279
2858_10,1,0,0.9977817848986298
4595_2,0,0,0.0041195139547101165
12270_10,1,0,0.9410500041770146
4436_7,1,0,0.998248223383791
11027_4,0,0,1.0069812431147617e-08
11058_1,0,0,0.00023486416213269856
9173_1,0,0,0.0141051828689893
10200_4,0,0,0.0038525606104933548
1512_10,1,0,0.9999336110850637
10827_1,0,0,9.309255881814812e-05
2130_10,1,0,0.9992201032451985
3626_4,0,0,0.03407805374584314
10929_10,1,0,0.9999962706049197
9631_10,1,0,0.984884694068306
8398_3,0,0,0.0014754573293007855
6757_4,0,0,0.2673054405073944
11031_8,1,0,0.9999992617581975
6243_9,1,0,0.9070115747224704
1708_10,1,0,0.9996516024249557
7172_10,1,0,0.6130056070484612
11049_8,1,0,0.9956509604470747
2006_3,0,0,0.00035759913541665885
5265_9,1,0,0.9705791019427438
12479_1,0,0,6.154068146903776e-09
1987_4,0,0,0.09097338495975177
2735_10,1,0,0.999999798936924
2201_10,1,0,0.9996300748295943
4167_2,0,0,0.12429951854697212
5800_10,1,0,0.9999414585922575
7410_2,0,0,0.3970042865754535
11733_10,1,0,0.9997414625094345
9306_9,1,0,0.9699570308563014
11118_10,1,0,0.9998721446673301
4373_1,0,0,9.120478199916254e-07
6224_2,0,0,1.5291717051697058e-05
300_9,1,0,0.9999608001590398
9994_10,1,0,0.9930046590139547
11817_4,0,0,0.006606035486639661
12216_4,0,0,0.45070431762527025
5168_10,1,0,0.9999999999999953
8148_8,1,0,0.9999624280135226
8352_1,0,0,0.09800665154844383
896_10,1,0,0.9975288554225425
1354_9,1,0,0.999995609376702
9119_10,1,0,0.9966951359449476
4070_10,1,0,0.9999647020649258
9539_7,1,0,0.9525085979470966
8200_8,1,0,0.7787217887324326
699_4,0,0,0.00019402318779610542
1158_9,1,0,0.99999795640638
10943_10,1,0,0.9994812439301073
11643_7,1,0,0.17235854184253627
6472_2,0,0,2.89278016606381e-05
5478_4,0,0,9.635115186880044e-06
3287_1,0,0,0.002910327487310103
10706_4,0,0,0.0004644099324278546
10531_3,0,0,0.9989327034076035
4201_9,1,0,0.4469429749096715
601_7,1,0,0.9971611725593349
2898_9,1,0,0.992640218446608
10888_8,1,0,0.9971843368415412
5788_8,1,0,0.35368160540320487
8953_1,0,0,0.0008870348304075698
1896_8,1,0,0.9999327325909212
10198_8,1,0,0.03143118453572731
7914_2,0,0,0.04093758158054324
11973_4,0,0,0.00415954665166806
4465_2,0,0,0.002195835063565207
11188_10,1,0,0.9999706699428891
12213_10,1,0,0.9590661465970762
9261_3,0,0,7.510071911286818e-08
10366_10,1,0,0.9963585062543822
3528_2,0,0,0.02981878440198579
11730_4,0,0,0.9983782994584463
2384_1,0,0,0.021660333380870762
11426_1,0,0,2.322527131236198e-05
7340_1,0,0,0.00012058797229800253
7924_1,0,0,0.003337022387306991
5787_9,1,0,0.9981178027546025
3014_8,1,0,0.99985404682582
9237_4,0,0,0.0008693222583943009
1353_1,0,0,3.349953398178675e-05
7051_4,0,0,0.015321107220037019
12422_1,0,0,0.006952854388478736
798_1,0,0,0.005394268374576448
7592_9,1,0,0.9999956370281238
7931_8,1,0,7.897344135477544e-05
3020_9,1,0,0.999907880358669
12168_10,1,0,0.5813919203786021
4304_1,0,0,4.3436888625810727e-07
7773_10,1,0,0.9998761773350797
293_2,0,0,0.48804754820131835
12208_8,1,0,3.3089464214412833e-06
2923_4,0,0,0.9405226093434159
8883_2,0,0,0.00162528732521502
11420_1,0,0,0.0181192509671339
4560_4,0,0,0.0034658036600821148
4141_4,0,0,0.8545961435420684
8853_7,1,0,0.9212068675509693
8716_10,1,0,0.9818760172449772
8308_7,1,0,0.8771394383425934
3181_10,1,0,0.9998977308702899
9215_7,1,0,2.0188908798158473e-05
6714_4,0,0,0.5525773011186248
1936_1,0,0,0.13614673670838506
10102_1,0,0,8.996584510697374e-08
88_9,1,0,0.6275507643794098
8248_9,1,0,0.9999966862171505
3697_4,0,0,0.9786773144964064
395_1,0,0,5.614960838451672e-05
3737_9,1,0,0.9998884296612408
3221_10,1,0,0.9997681710874256
9658_7,1,0,0.9999999979398191
2550_1,0,0,5.804282734652009e-06
1596_4,0,0,0.7617232197179522
7009_10,1,0,0.9999931400930727
9279_7,1,0,0.7596203087187249
155_10,1,0,0.9999962227367584
272_10,1,0,0.9985151947222487
1311_10,1,0,0.9927503755232259
4519_9,1,0,0.9970151352030153
2581_8,1,0,0.9997916220642448
11061_1,0,0,0.0022147396810419996
7337_1,0,0,0.0006877564168413208
2663_2,0,0,0.3640327418206583
2880_8,1,0,0.9999911545767536
9547_2,0,0,0.26988336279792197
8209_4,0,0,0.3962846866060153
11696_7,1,0,0.885907520893364
206_10,1,0,0.9996442280652728
4767_9,1,0,0.9369100149241422
6574_4,0,0,0.053805040846705565
8278_1,0,0,0.9999994628375729
8649_1,0,0,0.0016597857953204007
8101_8,1,0,0.9999991288258847
5616_3,0,0,0.000166113794457056
7408_4,0,0,2.9929077755161125e-06
8951_7,1,0,0.9999886098628812
1244_8,1,0,0.999988697446125
11720_2,0,0,0.002431171813110708
9765_10,1,0,0.995725175968423
5745_8,1,0,0.9999968508480628
2022_9,1,0,0.32517408888706906
1188_4,0,0,0.09512134672687522
3580_4,0,0,0.0007225767983824222
10106_8,1,0,0.03867984076633844
5789_9,1,0,0.9636873142106436
1152_10,1,0,0.9970271465147418
6329_1,0,0,0.0003722550625145955
2655_10,1,0,0.9999997306886307
3453_3,0,0,0.01444430837202018
7507_2,0,0,0.00036102144866816273
5159_10,1,0,0.9950875231243581
12396_7,1,0,0.9464402012614591
6083_3,0,0,0.022858860010315278
7073_10,1,0,0.991038369613743
8411_7,1,0,0.9035918451756978
2242_7,1,0,0.024784138995990086
5821_7,1,0,0.9886374601585411
11865_10,1,0,0.6201905541111683
6059_10,1,0,0.9837896693397468
6106_9,1,0,0.9921397613029621
10364_10,1,0,0.9997366756401679
2152_1,0,0,2.3353828203159357e-08
3999_10,1,0,0.9865310922878987
11301_3,0,0,9.143828808829295e-06
4001_8,1,0,0.9999999716903741
2108_4,0,0,0.176437264989574
1489_8,1,0,0.9992172747702046
2997_1,0,0,0.006500043695164706
4846_3,0,0,0.09028472544200712
8245_9,1,0,0.9124696805245304
6679_3,0,0,0.3837602263213313
8217_1,0,0,2.699723929060919e-22
11694_7,1,0,9.78701974405831e-05
1299_10,1,0,0.9951243034449323
10170_8,1,0,0.8155565227739073
7075_10,1,0,0.9999736235063997
4888_8,1,0,0.756331250029658
12007_10,1,0,0.4225499618831674
12073_9,1,0,0.1288725959968245
11530_8,1,0,0.8804159601924684
4646_1,0,0,0.9210200684469119
6660_8,1,0,0.9993667597505503
2170_9,1,0,0.39712800402157483
6446_2,0,0,0.0008517636409330827
4780_9,1,0,0.7847217906889017
8471_10,1,0,0.8373027955266519
5998_10,1,0,0.9999999906027451
9929_2,0,0,0.01882096939954167
10402_1,0,0,0.10927098331046418
4897_2,0,0,0.00011063124714465715
5804_1,0,0,0.02799036090034697
10701_4,0,0,0.06969730297103259
783_1,0,0,0.009699765702007115
2895_4,0,0,0.16867685521530665
6724_8,1,0,0.9943836517125422
841_1,0,0,0.0004827194725381908
3958_1,0,0,2.4431845790123843e-06
5400_4,0,0,0.055618363832321674
2342_1,0,0,0.03178364569123077
9801_1,0,0,1.240225044044719e-05
6411_10,1,0,0.9999990314388971
5640_7,1,0,0.9860976882418089
