id,sentiment,kfold,lr_pred
7310_1,0,0,0.007073850306557034
11395_8,1,0,0.9547681161667241
4313_9,1,0,0.5720044655396807
6128_7,1,0,0.06037764025123048
5941_1,0,0,0.09982222375966109
3996_9,1,0,0.8506078122599804
9704_10,1,0,0.6057058674276472
4562_1,0,0,0.44505443674005607
4194_3,0,0,0.08020396354387334
10070_9,1,0,0.6485766727763093
4142_1,0,0,0.040158518856171485
11467_10,1,0,0.6849346224810409
882_8,1,0,0.8487800409728931
10599_2,0,0,0.17903125130230427
9156_1,0,0,0.02364528399998178
8292_4,0,0,0.6065941568674631
1583_1,0,0,0.05650749881311577
59_7,1,0,0.6896151062992888
11053_10,1,0,0.9275821484574482
4086_7,1,0,0.2920237393741617
2772_1,0,0,0.5274214894709889
3195_3,0,0,0.1603454639698594
1038_2,0,0,0.03807772611734881
9665_2,0,0,0.11924837110807782
10627_10,1,0,0.32760847556431977
331_1,0,0,0.06663061095096026
10694_7,1,0,0.6649730847359143
5068_4,0,0,0.5320203476430985
2208_7,1,0,0.3665021167555905
10860_4,0,0,0.5230277524902006
7338_7,1,0,0.9279395526826091
9230_1,0,0,0.23679031309412513
6387_8,1,0,0.9486888029988526
12040_4,0,0,0.06374346777841422
1578_1,0,0,0.13439656148250392
6300_4,0,0,0.26696912380390236
16_7,1,0,0.8727897807400133
1321_10,1,0,0.4591469195536121
10166_7,1,0,0.1466996453316603
5118_10,1,0,0.7647657188273592
6875_10,1,0,0.5818511540644037
8621_10,1,0,0.8513310333882237
93_10,1,0,0.9017037848081433
12409_1,0,0,0.10719119460528155
9309_9,1,0,0.4126614459819485
2376_4,0,0,0.6298314979630434
5838_8,1,0,0.5254420474915821
11627_1,0,0,0.0703242129336092
12238_3,0,0,0.22212473718597733
11597_10,1,0,0.9293490558677008
11695_9,1,0,0.48717481724856954
9518_10,1,0,0.9470787615593877
7488_1,0,0,0.19279333764803375
387_8,1,0,0.6768934881912914
9902_7,1,0,0.5187333394055865
4228_1,0,0,0.011300016542724872
4298_10,1,0,0.9501385342185916
5918_9,1,0,0.8994989655312811
7008_2,0,0,0.3091262590235377
2104_7,1,0,0.6802684476313504
11518_8,1,0,0.6893825403983487
1657_9,1,0,0.6223240552128794
6090_2,0,0,0.056207764115995776
2927_1,0,0,0.05041893878375048
12155_1,0,0,0.03110563075332234
11452_1,0,0,0.03071476556189246
8501_8,1,0,0.9462458994795414
5096_7,1,0,0.827534579545602
7039_7,1,0,0.6916047572901797
3714_10,1,0,0.7107973658998517
5624_3,0,0,0.7000744065624238
4449_4,0,0,0.31846220949501913
2634_7,1,0,0.8029520245048485
5582_3,0,0,0.6235703161573602
11188_1,0,0,0.050867616988995515
1213_1,0,0,0.2542405721745588
1676_4,0,0,0.647773944843537
8277_10,1,0,0.755243135901608
7534_10,1,0,0.8141510609202393
2954_1,0,0,0.08189385971568858
2847_8,1,0,0.8917445655852994
150_8,1,0,0.8285248429678043
5344_3,0,0,0.5284449777225335
524_10,1,0,0.9241634122511738
10429_1,0,0,0.15147936171446716
4034_9,1,0,0.8884440146433972
6634_10,1,0,0.9650044028175121
2213_1,0,0,0.17557487395132862
7002_1,0,0,0.04164407909584246
4702_8,1,0,0.3481116792363997
5462_8,1,0,0.8542491234225004
8295_7,1,0,0.6914312592686461
8530_9,1,0,0.8627692891430548
5367_3,0,0,0.3844801050643575
12191_4,0,0,0.24467032391418717
1178_2,0,0,0.044414549214477274
5724_2,0,0,0.041330688641256955
10299_4,0,0,0.30167374398893065
1085_7,1,0,0.7721294974410863
8225_8,1,0,0.8996106407022886
1095_3,0,0,0.33209226170210154
10926_4,0,0,0.32794809657657553
11991_10,1,0,0.7190248761993036
5874_1,0,0,0.07687771025114995
6927_2,0,0,0.12009303829908842
10225_9,1,0,0.4864750451892667
10484_8,1,0,0.5086488482528462
3861_10,1,0,0.9633635902413521
10749_8,1,0,0.7569373685066075
8664_8,1,0,0.850630189084909
1495_1,0,0,0.038140851849154535
6068_4,0,0,0.5630862651119167
2024_9,1,0,0.8805706966769947
8887_9,1,0,0.36267407055221607
2463_4,0,0,0.775670312833398
10363_9,1,0,0.3773932114409316
2729_4,0,0,0.4787847112309224
4131_1,0,0,0.030066483380329686
2392_8,1,0,0.5209156151070298
1959_7,1,0,0.4052711756145961
9795_1,0,0,0.2441142926582711
4651_3,0,0,0.5332466684060815
8822_3,0,0,0.11625499385440985
6675_8,1,0,0.9065693031948535
11981_4,0,0,0.2537578841744185
7826_4,0,0,0.03656648461353744
3424_1,0,0,0.06159661077825554
10961_9,1,0,0.9308640773166497
914_8,1,0,0.8087886743250003
2586_2,0,0,0.15894184118049043
7944_9,1,0,0.9736958252877489
5895_10,1,0,0.7544906832038952
3995_1,0,0,0.48000041748195416
5498_3,0,0,0.5854645277779393
12220_8,1,0,0.6280679045520176
5130_10,1,0,0.10493315720790689
6258_8,1,0,0.522270018403718
3675_2,0,0,0.06311848878415244
10212_1,0,0,0.15993125915871473
8943_7,1,0,0.916884237908929
771_7,1,0,0.11132265209765324
1215_10,1,0,0.7579292792078541
11050_8,1,0,0.7868823855760577
7412_3,0,0,0.1493143776509219
4900_2,0,0,0.5064344529871492
11325_4,0,0,0.6080453748948523
786_3,0,0,0.6840567398207528
8740_1,0,0,0.34597333528957525
9359_8,1,0,0.8298454812153196
5040_3,0,0,0.08421082080240348
3191_1,0,0,0.1711863519328054
2100_3,0,0,0.32678077603730027
5111_10,1,0,0.8455393330353657
12336_3,0,0,0.32206244787358995
4342_1,0,0,0.07340845687195854
8141_10,1,0,0.8263839133734262
4963_10,1,0,0.7872901080090141
12179_2,0,0,0.16992996907326122
9425_1,0,0,0.025005125932938625
2172_2,0,0,0.0438567473491912
2182_9,1,0,0.7147591273470474
9676_10,1,0,0.9112168466895371
9812_2,0,0,0.08729588423109566
764_10,1,0,0.8799970907717428
10670_3,0,0,0.16446408366697976
2350_9,1,0,0.9509225963413248
8946_1,0,0,0.03998600222493348
12124_8,1,0,0.8723169208159002
6463_8,1,0,0.9666259914363374
3912_3,0,0,0.17475995694076818
3361_7,1,0,0.864525556471571
7365_7,1,0,0.561318225430554
10550_8,1,0,0.6933397904777576
3_10,1,0,0.26721304266401186
4819_1,0,0,0.026423568064726812
5495_3,0,0,0.5288082333119898
2818_4,0,0,0.5245973935052911
7630_1,0,0,0.17158527231032153
12074_1,0,0,0.02186032305238365
8377_8,1,0,0.5503097897158042
3314_10,1,0,0.9769241049625795
3010_8,1,0,0.7981159500927907
4652_9,1,0,0.6095414149492877
11296_8,1,0,0.4710357969334477
1383_3,0,0,0.3851585775644715
8363_8,1,0,0.9648597995069542
4605_2,0,0,0.4587626066229691
5691_8,1,0,0.8164368541348648
504_3,0,0,0.262287800805943
11062_2,0,0,0.0665780680472335
7950_3,0,0,0.21301475849195586
3150_1,0,0,0.4508192843479583
12133_3,0,0,0.1635696349583073
10548_3,0,0,0.041861251598520395
10305_8,1,0,0.44376524951197976
9797_7,1,0,0.6231251786405221
7575_10,1,0,0.8758203179404823
3652_10,1,0,0.7757335457710229
1132_4,0,0,0.5165855067357277
1042_10,1,0,0.9439184399210263
5562_10,1,0,0.9453395548024817
5635_7,1,0,0.5955896903086384
9778_8,1,0,0.7510414071822707
232_10,1,0,0.9591818429289206
1100_3,0,0,0.7265888105724767
11595_10,1,0,0.9026360633868044
420_4,0,0,0.2768956942466671
308_1,0,0,0.06060822310576707
1784_1,0,0,0.19809772533928707
8356_4,0,0,0.21323075320847845
6053_10,1,0,0.9872635977357846
6616_1,0,0,0.19785193044263585
8442_9,1,0,0.9889256585918043
9490_1,0,0,0.0009150171473407374
5335_10,1,0,0.8756322971523819
7792_10,1,0,0.6011027772035136
8645_8,1,0,0.8107809867884328
4945_4,0,0,0.2304763378806646
10497_4,0,0,0.18134819244311715
7795_9,1,0,0.8285484897535197
11417_7,1,0,0.9055036460620596
1603_9,1,0,0.8049710103727062
4355_10,1,0,0.8488297714495332
1112_1,0,0,0.21865227807960042
4446_3,0,0,0.1507834821490682
3584_10,1,0,0.7333286566869169
680_1,0,0,0.3233006547621168
10997_10,1,0,0.872739916001985
5876_1,0,0,0.22244211912827763
1532_1,0,0,0.026842699335102863
11001_1,0,0,0.08100783059470394
9117_1,0,0,0.03679188948651289
10057_9,1,0,0.5371570391066584
3987_7,1,0,0.4256665664733548
8472_10,1,0,0.6267519779215577
10808_10,1,0,0.7639918171218736
11298_3,0,0,0.3106248720399394
6168_2,0,0,0.10565810131459312
1545_3,0,0,0.61670065643489
6556_3,0,0,0.3148417249471431
9826_1,0,0,0.3305466252227612
5173_3,0,0,0.04992256373413215
3720_2,0,0,0.17239510905178165
3001_10,1,0,0.9760798224089434
6435_3,0,0,0.40786074379295484
9556_10,1,0,0.8006090106668625
8293_4,0,0,0.5830673354611526
11069_10,1,0,0.6615564165175393
915_10,1,0,0.914658581082863
739_1,0,0,0.11623674753660335
12261_4,0,0,0.040624114516853924
4879_3,0,0,0.11064513844696722
10918_1,0,0,0.20855815331121344
2016_7,1,0,0.5654134821453404
12022_2,0,0,0.06278214357025125
1050_4,0,0,0.6983812116744287
3513_4,0,0,0.22600437023477432
11257_7,1,0,0.4006687185061326
732_1,0,0,0.06946930470387722
9005_8,1,0,0.8214539117460915
7625_1,0,0,0.42104300505205877
9648_8,1,0,0.8403458549700155
9015_4,0,0,0.11557112978286929
1349_3,0,0,0.24140635051257153
10914_8,1,0,0.7831056269937553
3527_7,1,0,0.8352381783214935
12235_2,0,0,0.38961397137534326
3108_8,1,0,0.6583373307539535
6770_1,0,0,0.27895177295954243
3573_7,1,0,0.7629529239889162
8074_4,0,0,0.1844574264620187
7347_1,0,0,0.28480368555989405
769_1,0,0,0.307575840555059
8696_1,0,0,0.28285590800700694
9997_7,1,0,0.8807647553939497
3054_7,1,0,0.7547398100609574
2842_4,0,0,0.5718733596269471
87_4,0,0,0.40129108274402003
2334_2,0,0,0.5111215731268153
53_10,1,0,0.8245256255323629
8423_8,1,0,0.7555019261874223
4808_3,0,0,0.36252378135180185
2851_10,1,0,0.7536255574035106
7955_10,1,0,0.923616535504803
1022_1,0,0,0.22264074906161768
6825_4,0,0,0.19864230199391436
8315_3,0,0,0.14617700705472858
12257_3,0,0,0.12630299788993732
6440_8,1,0,0.6733642659679985
1361_4,0,0,0.5741439482143342
6740_2,0,0,0.7022172607685473
4797_4,0,0,0.3774173684454681
12203_10,1,0,0.9583154061293016
1837_10,1,0,0.39927484042435885
2509_4,0,0,0.5082575289975224
1638_3,0,0,0.050961630457874975
1261_2,0,0,0.9328416918801998
2726_9,1,0,0.7539556793394829
2872_1,0,0,0.028671013410540867
398_10,1,0,0.923324338439014
8151_10,1,0,0.7063590962418462
5089_9,1,0,0.5013438008375322
9592_8,1,0,0.5028905109607036
5618_4,0,0,0.2938576875550349
5670_1,0,0,0.35966252781488817
7195_2,0,0,0.4171654496756921
2984_4,0,0,0.1641235417349507
7951_10,1,0,0.9507075070653087
8357_3,0,0,0.5294470767168492
2629_9,1,0,0.3756331448975721
9102_8,1,0,0.9648384237310433
3556_1,0,0,0.21880253097660993
7350_3,0,0,0.31380243983103423
11187_9,1,0,0.6787209864822895
5755_1,0,0,0.2346939677301538
7200_9,1,0,0.9109892227744485
6791_10,1,0,0.7554853754874176
6940_10,1,0,0.794124858194074
9816_4,0,0,0.275804168309868
11754_7,1,0,0.9322765440675249
7279_9,1,0,0.9525843745599833
11096_3,0,0,0.1266069897603462
11574_10,1,0,0.7277757552668016
6314_2,0,0,0.7155655292498296
11080_10,1,0,0.7199874749968722
5143_1,0,0,0.07055685558509299
1418_4,0,0,0.26975248081992936
7250_8,1,0,0.7794550984448648
2530_8,1,0,0.7158926510616961
8295_4,0,0,0.3814338437064324
12295_3,0,0,0.7047792556661426
11611_9,1,0,0.8560867851939092
6611_7,1,0,0.7257163987240057
10433_4,0,0,0.39013161869081797
2255_4,0,0,0.5712587227009928
517_10,1,0,0.8491025741596377
5449_8,1,0,0.6888470494017214
1734_2,0,0,0.47742209026393506
6721_3,0,0,0.12702545144575936
10635_1,0,0,0.10985530387918019
414_10,1,0,0.8113617670950483
1201_2,0,0,0.7229086455025001
11199_1,0,0,0.0906592347880717
3970_7,1,0,0.8317080773889908
1516_7,1,0,0.9110039956030616
37_9,1,0,0.7434191624145534
5795_10,1,0,0.9929784127643394
6890_4,0,0,0.4673422502813786
3957_10,1,0,0.9253453095083483
5744_7,1,0,0.7319709505702648
3038_4,0,0,0.2455058948843324
5673_9,1,0,0.8076466774462724
6986_8,1,0,0.6415978393426355
3732_4,0,0,0.7259235624859937
6852_8,1,0,0.7927314888301782
9478_8,1,0,0.7306114337986335
4489_1,0,0,0.0673930592506724
11667_9,1,0,0.9807599449794971
4749_3,0,0,0.04121707377261024
9611_3,0,0,0.3843980615247488
11387_8,1,0,0.9789839311680976
6952_1,0,0,0.10858193095700931
8645_1,0,0,0.16900633882492982
9873_7,1,0,0.8101435894308641
9516_4,0,0,0.5591520041917591
5119_10,1,0,0.924300717712857
298_8,1,0,0.6034273489680375
6297_1,0,0,0.2698134121410421
1690_1,0,0,0.017444633363763683
11199_9,1,0,0.7837338493335102
9616_1,0,0,0.039765205040152116
1645_9,1,0,0.8553117464642264
3198_3,0,0,0.04231552616726929
615_1,0,0,0.13410109887705296
2332_1,0,0,0.22640426547425524
1286_8,1,0,0.8408575268839584
10169_7,1,0,0.24869421127270033
9676_1,0,0,0.2054345470224401
11917_8,1,0,0.8953376204115615
1773_3,0,0,0.13336343003792467
9172_1,0,0,0.04302921829031623
7082_8,1,0,0.5254266746735553
2464_10,1,0,0.814455852999341
6456_1,0,0,0.02616381086613354
10019_8,1,0,0.5456377358357277
510_8,1,0,0.9018579444906767
4614_4,0,0,0.27889525215851346
360_4,0,0,0.21527444247903874
6830_10,1,0,0.7589327060171737
1174_4,0,0,0.5728926502016772
5905_9,1,0,0.6093014531173357
1846_3,0,0,0.19450555494474253
2501_8,1,0,0.9793029762201202
1655_8,1,0,0.5191503028706645
10817_10,1,0,0.4168393066531302
8910_3,0,0,0.05077339676006781
7194_7,1,0,0.9476493765183436
2283_4,0,0,0.5139249463621367
11868_3,0,0,0.042386614747244575
23_3,0,0,0.018527702133877333
6939_9,1,0,0.7990193736077434
2189_10,1,0,0.9697067416195214
8065_9,1,0,0.9187103444947619
5903_1,0,0,0.3059779282134155
9544_2,0,0,0.04719505789159813
12329_1,0,0,0.10008589972822998
3648_8,1,0,0.38417638945357857
499_1,0,0,0.02875240420464103
3097_1,0,0,0.12120424378374892
770_3,0,0,0.4700742712447523
732_7,1,0,0.9408714415301515
4648_9,1,0,0.8958026120959276
7730_7,1,0,0.4402714247709972
12182_1,0,0,0.2571997764882835
5413_1,0,0,0.1014219039232517
5094_3,0,0,0.316917419232769
8512_7,1,0,0.4501820507410371
5584_1,0,0,0.35155858318445793
2516_3,0,0,0.16396651773798349
5259_9,1,0,0.8000017178052781
6996_8,1,0,0.48427550817831383
6162_8,1,0,0.9816035580791481
1306_7,1,0,0.4291116451497562
2821_1,0,0,0.11065359752121652
256_1,0,0,0.09418555859995627
6257_10,1,0,0.81560711974463
1238_1,0,0,0.060386767159175195
4747_8,1,0,0.38294563248320257
6291_3,0,0,0.2951194846871775
317_10,1,0,0.7569784528953589
750_8,1,0,0.9137979190896539
5460_4,0,0,0.3246828872822863
1197_10,1,0,0.8373791216319466
9595_1,0,0,0.07203698548349931
10028_2,0,0,0.28198924545376486
8018_1,0,0,0.04966376426489537
3568_4,0,0,0.4182119728564273
8519_10,1,0,0.4128897844572013
5541_2,0,0,0.10991361831145836
7545_1,0,0,0.1085545814358958
8075_8,1,0,0.8563037477265129
3724_1,0,0,0.7006759684189052
2456_3,0,0,0.14957775497753245
12021_1,0,0,0.06101351756758384
6912_1,0,0,0.009133053454010975
5274_7,1,0,0.7273440944981486
7346_1,0,0,0.2695312981601111
2858_10,1,0,0.7220474073936487
4595_2,0,0,0.040688864770475876
12270_10,1,0,0.5056023926375287
4436_7,1,0,0.7415059791706642
11027_4,0,0,0.10005203148096757
11058_1,0,0,0.1985176030817469
9173_1,0,0,0.13474101999430246
10200_4,0,0,0.0855926505751179
1512_10,1,0,0.8091300960288094
10827_1,0,0,0.15568998198780798
2130_10,1,0,0.9483540581650003
3626_4,0,0,0.3474955364629498
10929_10,1,0,0.8260603592704715
9631_10,1,0,0.7369185041199807
8398_3,0,0,0.1381239106717754
6757_4,0,0,0.5302489448069487
11031_8,1,0,0.9822132807287381
6243_9,1,0,0.6711744818684953
1708_10,1,0,0.9270658256230798
7172_10,1,0,0.4907907488947278
11049_8,1,0,0.7416841706492886
2006_3,0,0,0.2209664272054006
5265_9,1,0,0.5903178245473139
12479_1,0,0,0.022496105255210834
1987_4,0,0,0.15594237845597456
2735_10,1,0,0.7608258817854934
2201_10,1,0,0.9442541936274821
4167_2,0,0,0.36276140211285934
5800_10,1,0,0.9838870338311431
7410_2,0,0,0.48542543137434463
11733_10,1,0,0.8265147431180104
9306_9,1,0,0.6847480006754156
11118_10,1,0,0.8482920419285791
4373_1,0,0,0.12017512734976743
6224_2,0,0,0.16703171143247247
300_9,1,0,0.8661619742481227
9994_10,1,0,0.8876413082780873
11817_4,0,0,0.14339257917951334
12216_4,0,0,0.6663828537598399
5168_10,1,0,0.9658078774447519
8148_8,1,0,0.8153332883540795
8352_1,0,0,0.4371248229362578
896_10,1,0,0.7203444575663651
1354_9,1,0,0.8068960492444505
9119_10,1,0,0.9221191574081038
4070_10,1,0,0.8632718825504062
9539_7,1,0,0.8364757505551376
8200_8,1,0,0.5897312020054911
699_4,0,0,0.06721986497944765
1158_9,1,0,0.875626492421079
10943_10,1,0,0.8824543791064116
11643_7,1,0,0.3012288856084247
6472_2,0,0,0.2090995545073341
5478_4,0,0,0.029219106550829217
3287_1,0,0,0.23703320675593204
10706_4,0,0,0.0636471550433086
10531_3,0,0,0.7456004788774543
4201_9,1,0,0.6451312963850003
601_7,1,0,0.818952391400678
2898_9,1,0,0.8762934870310114
10888_8,1,0,0.8521031915205982
5788_8,1,0,0.5551056446338974
8953_1,0,0,0.398155850627791
1896_8,1,0,0.8769447986871338
10198_8,1,0,0.5763890317320063
7914_2,0,0,0.2716925045961561
11973_4,0,0,0.25282793360426786
4465_2,0,0,0.056907926597751575
11188_10,1,0,0.5693336076378566
12213_10,1,0,0.9522432995007897
9261_3,0,0,0.07660586085800136
10366_10,1,0,0.9357811020367205
3528_2,0,0,0.22507231803763234
11730_4,0,0,0.7914912429757771
2384_1,0,0,0.2155746586962699
11426_1,0,0,0.04374757601669826
7340_1,0,0,0.02454335216913338
7924_1,0,0,0.06479207021593597
5787_9,1,0,0.8580722262095063
3014_8,1,0,0.9424649797721708
9237_4,0,0,0.24320551748060656
1353_1,0,0,0.0879618843150722
7051_4,0,0,0.20703173486222698
12422_1,0,0,0.25669622708999174
798_1,0,0,0.3189314402859631
7592_9,1,0,0.7681775737577603
7931_8,1,0,0.0633440623363786
3020_9,1,0,0.8191216924020495
12168_10,1,0,0.31609240326963695
4304_1,0,0,0.15503902647914589
7773_10,1,0,0.9178898380601326
293_2,0,0,0.49492951011534775
12208_8,1,0,0.17393515890217523
2923_4,0,0,0.5517469544657989
8883_2,0,0,0.1370866033548629
11420_1,0,0,0.15873846294545405
4560_4,0,0,0.18079380379751295
4141_4,0,0,0.4610028855410567
8853_7,1,0,0.8418089255879765
8716_10,1,0,0.9832567054666502
8308_7,1,0,0.7273782959119452
3181_10,1,0,0.9913671191073078
9215_7,1,0,0.2460016401049599
6714_4,0,0,0.5812204252604183
1936_1,0,0,0.19096917338199867
10102_1,0,0,0.013467558917648928
88_9,1,0,0.48303895807833025
8248_9,1,0,0.967531284875559
3697_4,0,0,0.8826867221819892
395_1,0,0,0.1572526080704556
3737_9,1,0,0.7836237163479349
3221_10,1,0,0.8504125233696012
9658_7,1,0,0.860030848830824
2550_1,0,0,0.05713732018306193
1596_4,0,0,0.46499306772440835
7009_10,1,0,0.9890642185798232
9279_7,1,0,0.5762767331387528
155_10,1,0,0.8874384845640496
272_10,1,0,0.8074016740408702
1311_10,1,0,0.72602365673332
4519_9,1,0,0.9601752410912111
2581_8,1,0,0.9354450041128233
11061_1,0,0,0.24975294012966248
7337_1,0,0,0.1493395089957611
2663_2,0,0,0.524526996801106
2880_8,1,0,0.8827563651865981
9547_2,0,0,0.4623533603760981
8209_4,0,0,0.5225982731023483
11696_7,1,0,0.7325506486839236
206_10,1,0,0.8404456884546591
4767_9,1,0,0.7444939004709098
6574_4,0,0,0.39395941886128266
8278_1,0,0,0.8903988346056332
8649_1,0,0,0.05251586375311558
8101_8,1,0,0.8247878339389012
5616_3,0,0,0.11665534035803485
7408_4,0,0,0.08318608469378276
8951_7,1,0,0.7845987813658646
1244_8,1,0,0.9540560815708156
11720_2,0,0,0.09610500506478734
9765_10,1,0,0.7680959506710601
5745_8,1,0,0.8010292083471536
2022_9,1,0,0.17815650957645934
1188_4,0,0,0.4163744122571109
3580_4,0,0,0.14483492820542374
10106_8,1,0,0.40885960967893736
5789_9,1,0,0.8425165395581663
1152_10,1,0,0.8588151675829727
6329_1,0,0,0.1300017608476633
2655_10,1,0,0.7880348490736933
3453_3,0,0,0.12026342739089982
7507_2,0,0,0.14694729342634807
5159_10,1,0,0.7364718578967752
12396_7,1,0,0.8995208820205953
6083_3,0,0,0.08241620472976857
7073_10,1,0,0.8054677401939013
8411_7,1,0,0.7815780047325623
2242_7,1,0,0.4518470749551931
5821_7,1,0,0.7161844645250046
11865_10,1,0,0.49768805219274814
6059_10,1,0,0.9666760798780375
6106_9,1,0,0.8177731430135096
10364_10,1,0,0.8156923142784139
2152_1,0,0,0.10515735769406086
3999_10,1,0,0.8925534538933108
11301_3,0,0,0.04791293133878814
4001_8,1,0,0.8709364207686296
2108_4,0,0,0.5363359147530694
1489_8,1,0,0.8452858362017849
2997_1,0,0,0.2061335079152721
4846_3,0,0,0.2711489846017743
8245_9,1,0,0.5117695663560313
6679_3,0,0,0.6688327059918235
8217_1,0,0,0.008906154394586712
11694_7,1,0,0.2881191496200566
1299_10,1,0,0.8166714123410477
10170_8,1,0,0.33268578883464933
7075_10,1,0,0.9044540148971338
4888_8,1,0,0.5961113148352506
12007_10,1,0,0.6187946739596131
12073_9,1,0,0.42264985666081456
11530_8,1,0,0.6444343462683915
4646_1,0,0,0.5390923344573993
6660_8,1,0,0.9082538682145117
2170_9,1,0,0.27092324308687665
6446_2,0,0,0.10865080321322503
4780_9,1,0,0.7497571206270793
8471_10,1,0,0.7369638149548632
5998_10,1,0,0.9903863067813199
9929_2,0,0,0.220077934719334
10402_1,0,0,0.16487378925133267
4897_2,0,0,0.08351774817351491
5804_1,0,0,0.20068022853714337
10701_4,0,0,0.2706371135290797
783_1,0,0,0.08231689537664774
2895_4,0,0,0.39903502588531126
6724_8,1,0,0.894371135655828
841_1,0,0,0.1569140780962992
3958_1,0,0,0.026879395205060833
5400_4,0,0,0.3485256816939487
2342_1,0,0,0.1081743570469688
9801_1,0,0,0.21599970841950183
6411_10,1,0,0.9838904822478466
5640_7,1,0,0.7347428440124714
6276_7,1,0,0.6102559974757777
8637_10,1,0,0.9424472134321752
2616_10,1,0,0.7926126255320685
11896_4,0,0,0.8307936416688682
557_2,0,0,0.5393969172152687
9178_1,0,0,0.017927794808617527
275_3,0,0,0.6034466896958691
6132_10,1,0,0.39540243240046674
369_10,1,0,0.9184472273294592
5042_9,1,0,0.9718788217235592
5406_7,1,0,0.4417902361702703
5230_1,0,0,0.40605918306616706
8109_10,1,0,0.7502666945838969
6468_7,1,0,0.7301310935604071
11469_10,1,0,0.5125467198951851
6092_1,0,0,0.3040243017764816
10549_9,1,0,0.9436953970690964
8412_4,0,0,0.2566407227740293
